nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade
"Sabaaha, el-Hosein",4732.310009916784,49.70445972203049,1,1,1,1,0,2
"Ricky, Hamlet",3337.899629334963,32.13358806790008,0,0,1,0,1,2
"David, North",3492.4118182278744,45.778018708850254,1,0,0,1,0,1
"Kei'Lani, Hodges",3327.1263150556915,39.26556471905514,0,1,0,0,1,0
"Jorge, Ceasar",3006.017356068155,19.65120935513894,0,0,0,0,0,0
"Nancy, Kirkwood",1899.4291515558944,65.85796921393734,1,1,0,0,0,2
"Tamanna, al-Amara",3216.9084628843484,43.396670953278196,1,1,1,0,1,1
"Angel, Banuelos",3858.8354746955483,57.99198438335422,0,0,1,1,1,2
"Deon, Leon",3668.9477837049917,41.79873093473792,1,0,1,1,1,2
"Sonora, Branwell",4489.637081243103,54.79121428890126,0,1,0,1,0,2
"Nicholas, Gulley",3480.1442646969062,52.76883811990804,0,0,0,0,0,2
"Radiyya, el-Arafat",4853.3645437096275,32.94539509925306,0,1,1,1,1,3
"Andrew, Yazzie",3121.3462919401313,20.54434392787516,1,0,1,0,0,2
"Abdul Kareem, al-Wakim",2122.3676549101306,56.91856646726364,0,0,0,0,0,2
"Seth, Sonoda",3798.873896164834,53.744171170515244,0,0,1,1,1,3
"Perri, Matagaono",3081.3723789886235,25.07462658942522,1,1,0,0,1,2
"Deanna, Yoshimura",4940.20418474456,52.73785390393135,1,1,0,1,1,1
"Chandler, Wolf",4729.022028531481,58.7811926035775,0,0,1,1,0,1
"Michaela, Peters",2897.0283589631103,37.29739863599344,0,1,1,0,0,1
"Daniel, Duran",4854.27363724343,27.665286282739455,1,0,1,1,0,3
"Grady, Taimanglo",3033.6408042801427,35.452084352853724,1,0,0,0,0,1
"Adrian, Jackson",3500.553294145855,23.319254339396846,0,0,0,1,0,3
"Toby, Mccabe",3517.127946412352,51.605929958980646,0,0,1,0,1,3
"Jordan, Bell",4134.338470692552,33.49744063103902,0,0,1,0,1,1
"Marco, Gonzales",3920.510536265706,38.340561660314464,1,0,1,1,0,3
"Austin, Vaughan",3090.9450928661013,31.37636731370021,0,0,1,1,0,3
"Kameela, al-Sadri",2467.91789417255,36.86761059071744,1,1,0,0,1,2
"Aslam, al-Shafi",3796.8920326402294,58.68300092596681,0,0,0,0,0,0
"Herminia, Vasquez",2983.1925540718794,19.46269867549482,0,1,1,0,1,3
"Mitchell, Carter",2974.7371575808374,41.209422075439235,1,0,0,0,0,2
"Musaddiq, al-Ishak",3976.4641828916965,35.66482099298023,0,0,0,1,1,0
"Devin, Maxwell",3046.5978485890423,19.127852617102636,0,0,0,1,1,3
"Aasima, al-Sharaf",2987.4890820303563,33.488925203058656,0,1,1,0,1,1
"Sabrina, Perez",3269.2551514749994,44.03601571753741,1,1,0,0,1,1
"Jared Christian, Kennedy",3404.0466750694677,55.938691998261426,0,0,0,0,0,3
"Naasif, al-Azizi",3293.0164082901338,30.54992135669933,1,0,1,0,0,2
"Jacob, James",3072.4716647123287,36.11180117659438,0,0,1,0,1,2
"Jonathan, Chui",3085.3266596178296,32.69129363443096,1,0,0,0,1,1
"Gabriel, Sena",4367.613364624461,36.48832907644142,1,0,0,0,1,0
"Vela, Pascua",3359.915315103178,37.845123565576884,1,0,0,0,1,2
"Kaleb, Miranda",4742.914628771237,50.250309457904635,1,0,0,0,0,1
"Tamanna, el-Zaher",3305.216193198058,43.434386870305275,1,1,0,0,0,3
"Thaison, Song",4452.381588203499,34.22959929116148,0,0,0,0,0,3
"Carly, Kersey",1860.0745202181552,26.678210822276412,1,1,1,0,1,1
"Treasure, Farnsworth",4108.153548399851,21.629175084339774,1,1,1,0,0,3
"Reyna, Espinoza",4643.806831277376,54.4402587599375,0,1,1,0,1,1
"Tyler, Reiss",4679.884949912732,20.507739754393697,0,0,1,0,1,3
"Andrea, Pratt",3052.6590936997086,59.70446331399313,0,1,0,1,1,1
"Aaida, el-Musa",3462.0656244319525,39.151421189799635,1,1,1,1,1,1
"Gaitha, al-Ahmed",2121.597670975428,28.361381673481215,1,1,0,0,1,2
"Nameera, al-Mohamad",3048.0981921268854,39.12196623505231,0,1,0,0,1,2
"Joseph, Yang",4139.16999603326,51.07314523339222,0,0,0,0,0,1
"Clayton, Digby",3480.5102882332576,39.46476746982774,0,0,1,1,1,0
"Mikio, Siu",4308.37484707916,25.50324011651049,0,0,1,1,1,3
"Jose, Montano",3609.4093429539084,38.25835970372733,1,0,1,1,1,3
"Kayla, Lytle",2676.786166572768,45.29623131961817,1,1,0,0,0,2
"Alicia, Hernandez",2195.559350986105,44.59269325764109,1,1,0,0,0,2
"Cecelia, Skaggs",2329.392005098572,18.481297987206236,1,1,0,1,0,0
"Young, Xiong",2063.6100861714476,40.644419090776964,1,0,0,0,1,0
"Malachi, Mcatee",3814.2306835209374,32.92674499826882,1,0,1,0,1,1
"Ian, Barnes",3548.4919195792295,55.93535087263981,0,0,1,1,1,1
"Ashley, Pineda",2604.0928488184163,39.70066731648065,1,1,1,0,0,1
"John, Romero",3576.9855394401184,30.801192431341356,0,0,0,0,0,1
"Keanna, Williams",4628.88955144835,35.62091573971351,0,1,1,0,0,2
"Brandon, Rodriguez",4913.379772232847,23.15941754904325,0,0,1,0,0,1
"Rachel, Nguyen",2437.1233287937034,47.974932182369606,0,1,0,0,1,2
"Maria, Weaver",2301.1379714800464,54.21644340593303,1,1,1,0,0,1
"Javarray, Rocha",4384.155670373307,50.17340518554933,1,0,1,1,1,2
"Ruqayya, al-Islam",5253.103336779543,41.72296706362647,0,1,1,1,1,3
"Zachary, Arellano",3701.4051113932337,37.110189458551865,0,0,1,0,0,3
"Steven, Juarez",3566.525931452554,18.337665013037622,1,0,0,1,0,2
"Shayla, Joiner",3226.2742350262315,50.51394660361362,0,1,1,0,1,1
"Shameema, al-Sadiq",4500.518964332999,29.383464370214163,1,1,0,0,0,0
"John, Walsh",3386.5592596927545,66.63042157463542,0,0,1,1,1,2
"David, Cheng",3322.0206569123675,51.22189833961144,0,0,1,0,0,3
"Haamida, el-Sulaiman",4518.1124984650705,37.55387716630622,0,1,1,0,1,0
"Daovone, Xiong",1658.4594211642418,52.12014480915344,1,0,1,0,0,1
"Jensyn, Wallace",3338.32913258634,27.814167843364096,0,1,0,0,0,1
"Jeffrey, Mcwilliams",3729.1782958702865,48.26681002953078,1,0,0,0,0,2
"Ramon, Vargas",3943.8166975154736,42.519965250972696,0,0,0,0,1,2
"Megan, Quarles",2555.7211897191064,31.54043323531762,1,1,0,0,0,0
"Micah, Kamrath",2604.1631309282334,34.39639260770717,1,0,1,0,1,0
"Treyhurn, Cervantes",3716.751173055679,37.53474818809699,1,0,1,0,1,1
"Edward, Cabral",3318.134282019566,35.23822787743596,1,0,1,0,1,0
"Shahaama, el-Raad",2966.7966005378457,31.840205778183297,1,1,1,0,0,1
"Ramzi, el-Hasan",3019.918940289551,36.794640138053005,0,0,1,0,1,3
"Justin, Wallace",4115.897830642314,43.38351805104594,0,0,0,0,0,0
"Jalen, Sanders",4069.877942381798,28.503165640639104,1,0,1,0,1,2
"Casey, Walker",3196.1475477364265,51.12318557626155,0,0,1,1,1,2
"Kimberly, Hamm",4427.828660916409,40.86371802354793,0,1,0,0,1,0
"Dakota, Billings",4596.499299456093,45.35566493910667,0,1,0,0,1,2
"Zuhra, el-Syed",2430.9453364896526,46.19264445271391,1,1,0,0,0,2
"Kimphone, Iu",3787.374118704801,41.3833885440116,1,1,0,0,1,2
"Amanda, Mowers",3556.1911203517784,43.02379413371963,1,1,0,0,0,1
"Tynan, Diaz Daughtry",2251.9113931642396,33.47660111313273,1,0,0,0,0,0
"Dai Ja, Daniels",4137.39759000386,32.63536245293529,1,1,1,0,0,2
"Okatomi, Yazzie",2884.1391149120836,19.096538163651168,0,1,1,0,1,3
"Waliyya, al-Husain",3427.0923549496706,43.989864640829154,1,1,0,0,1,1
"Silbret, Ford",2645.2499275683003,47.06031980432691,1,1,0,0,1,2
"Joana, Galvan",3120.0663690381944,36.1101567770293,1,1,0,0,0,0
"Precha, Vue",4290.040166838866,37.109521249489916,0,0,1,1,1,3
"Tisha, Hope",3121.1227801790114,54.700352822666,1,1,0,0,0,2
"Nickolas, Lee",3046.5470811984947,58.06304273373413,1,0,1,1,1,2
"Taylor, Richardson",3405.296681648666,48.028321509180465,1,0,0,0,0,2
"Raamiz, el-Sarwar",3985.5865229666415,56.810919316261874,0,0,0,0,0,1
"Aaron, Engstrom",3398.2809261432535,31.8411920517722,1,0,0,0,1,1
"Victor, Chacon",4603.174752100083,32.74330075201052,0,0,1,0,1,3
"Kassie, Coleman",4479.430442599709,48.065146420768535,0,1,0,0,0,2
"Safar, al-Meer",2862.477691282082,53.44265377004477,0,0,0,0,0,1
"Xavier, Harper",3609.5695465835697,38.08564043689095,0,0,0,0,1,2
"Christofer, Elpuz",3043.5026742051705,48.3557321491863,0,0,1,1,1,1
"Alexis, Vasquez",2684.478167894658,27.93675792066922,1,1,0,0,0,3
"Diann, Villarreal",4504.794431858597,39.827200218025474,0,1,1,0,1,1
"Rohan, Carnes",4963.228018528132,23.74419355108333,0,0,1,1,1,1
"Brian, Ellis",4410.882178424475,33.41936702466769,0,0,1,1,1,3
"Anthaneisha, Myles",3074.128565321453,28.449220867964396,1,1,0,0,1,2
"William, Shrestha",4936.008954666715,52.27237500041104,1,0,0,1,1,1
"Ian, Shimko",4575.1371850950245,44.096367173241475,0,0,1,0,0,2
"Santos, Vigil",4067.6479611354625,26.211913405948245,0,0,0,1,1,1
"Keyonna, Smith",3245.1097728374434,20.037229754962027,1,1,0,0,1,3
"Joshua, Root",3504.5660567215873,20.732904626056552,1,0,0,0,0,1
"Heng, Hendricks",3245.4485309270567,39.549299554169764,1,1,0,0,1,1
"Michael, Sandhu",4784.902109302683,41.2902334091384,0,0,1,1,0,2
"Jamice, Maldonado",4293.552435228594,18.624711482785642,0,1,0,0,1,2
"Tahleela, al-Abdella",3495.4064560530433,25.510848245579307,0,1,0,0,1,3
"Daniel, Delgado",3173.630533993028,27.49675209055871,1,0,0,0,1,1
"Kelsey, Crabtree",3635.5668712453207,30.08757575595456,0,1,1,0,1,3
"Danielle, Miles",2429.5083263125407,19.387788532301784,1,1,0,0,1,1
"Sydny, Martin",3832.679713064912,43.284129582935755,1,1,1,0,1,3
"Clyressa, Taylor Martin",2969.216303106539,29.83743097644377,1,1,0,0,1,2
"Haifaaa, al-Bacchus",3963.015150447216,50.85156862511653,0,1,1,1,0,2
"Emily, Tieman",3443.729524186734,52.60597076846895,0,1,0,0,0,2
"Shafaaa, al-Koroma",4584.592714314264,33.44075598473067,0,1,1,0,1,2
"Myron, Couch",4424.087787651215,50.078180735931106,1,0,1,1,0,3
"Isaiah, Gutierrez",4666.777725946669,52.29212390050564,0,0,0,1,0,2
"Rachel, Mims",2832.6611421543716,58.982974311826275,1,1,0,0,1,1
"Marcel, Neal",4346.695913623892,51.03141189605302,1,0,1,0,1,3
"Nathaniel, Balaun",3573.272515507263,20.632282909937203,1,0,0,0,1,0
"Jared, Bond",4571.637918452801,31.124101492237305,0,0,1,0,1,3
"Daniel, Williams",3115.4863815470108,34.366337394585955,0,0,1,0,0,2
"Kendra, Oster",3548.4464471161236,24.090525100787573,1,1,0,0,0,3
"Jason, Parr",2923.9628913953925,41.557129921326556,1,0,0,0,0,2
"Abdul Azeez, el-Gaber",3534.0185894748433,50.03049129024322,1,0,0,0,1,1
"Kayle, Garnier",2562.9591388527724,26.24418563832322,1,0,0,0,1,3
"Alberto, Santiago",3591.40222768703,42.9983965286593,0,0,1,0,1,2
"Cristal, Collazo",3016.8422978314748,56.842212164648664,1,1,0,1,1,3
"Sabaah, el-Nazar",4249.592389975749,42.911529027744024,1,0,1,0,1,2
"Savanna, Medina",2821.9010621548377,24.604313416629047,0,1,1,1,1,1
"Suwailim, el-Farid",3472.0195172412255,44.21320007149226,0,0,1,0,1,2
"Kevon, Suy",1911.9347337896427,31.659160018521693,0,0,0,0,0,1
"Manya, Lee",2949.2680848825266,38.00819381278798,0,1,1,0,1,1
"Taamir, al-Rahaman",4379.0140812324025,62.60886352721744,1,0,1,0,1,3
"Haley, Thorpe",4856.608544331386,46.71553975015427,0,1,1,0,1,2
"Job, Valdez",3266.5733821263716,36.18698438468669,1,0,0,0,0,1
"Kellsie, Butler",2749.333170961882,50.592488977594755,1,1,0,0,0,0
"Justin, Palmer",2727.582123058787,23.489230729479193,0,0,0,1,1,2
"Ireland, Baliga",1769.299489129549,50.409733267379245,0,1,0,1,1,2
"Sadi, el-Dib",4293.7959945379025,23.076236071073627,0,0,1,0,1,2
"Lance, Percell",3369.7044194769487,41.40034300211461,0,0,1,0,1,2
"Selene, Atkinson",4112.162057711639,24.626103397410056,0,1,0,0,1,2
"Edmond, Winston",5085.794605226083,35.58286552225076,0,0,0,0,1,2
"Joshua, Flowers",4709.120731925848,37.15590201771645,1,0,1,0,1,2
"Bich Tram, He",4648.130841361643,21.48660991899669,0,1,1,0,1,1
"Briana, Wong",2070.7938633576364,63.62013215164043,1,1,0,0,1,1
"Stefan, Redfern",3762.3448129401236,49.963700248749554,0,0,0,1,0,2
"Damarje, Sawyer",4116.070086882991,47.465872376909445,1,0,1,0,0,1
"Jordan, Bonser",3497.102360744407,29.097697656342795,1,0,1,0,0,2
"Mahfooz, al-Habib",4078.8488944437568,36.60247666729961,1,0,0,1,1,2
"Joseph, Petrie",1884.1040401033574,60.91467729420704,1,0,0,1,1,2
"Richard, Kennah",3929.163520543962,54.912504702457674,0,0,1,0,1,2
"Andrew, Esipa",4430.504735178243,40.8328681239203,1,0,0,0,0,1
"Kathy, Le",2411.572696458958,46.383516267811956,1,1,0,0,0,2
"Hadeel, al-Burki",4284.968594804823,37.70434524118676,1,1,1,0,0,3
"Feza, Archer",3902.1090797710563,40.764470103039066,0,1,0,1,1,2
"Serena, Javalera",1979.9614255875867,31.58185950227513,1,1,0,1,0,1
"Shakoora, al-Noori",3435.832024723647,45.452901226920986,1,1,1,1,0,2
"Kaelan, Anson",3969.2062585452286,52.115447965202264,0,0,0,0,1,2
"Khiry, Exline",4112.211862009268,21.831011096946895,0,0,0,0,1,2
"Nuzha, el-Noori",2757.641933683203,35.702617893739365,0,1,0,0,1,0
"Nuzha, el-Nasir",4164.745824179699,35.6958793436322,0,1,0,1,1,0
"Mashal, el-Abdulla",4196.9076441360085,31.621248678641518,0,0,1,1,1,2
"Tyler, Dewitt",3871.9879534909774,37.7737240123747,1,0,0,0,0,1
"Hezekaih, James-Davis",3987.08903030764,59.68250044566109,0,0,1,1,0,2
"Sarah, Delarber",2632.246799221736,29.52006460813549,0,1,0,0,0,1
"Tashina, Gallegos",4121.890959624337,27.4708629335136,0,1,0,0,1,1
"Darlene, Valdez",3928.620182219637,37.989968833084966,0,1,1,0,0,1
"Evan, Nghiem",3208.908367657708,42.96213210601475,0,0,1,0,1,2
"Ryan, Sadorra",3773.111867671454,58.33551789172933,0,0,0,0,1,2
"Elvin, Abeyta",3261.4994827117766,20.13429443997246,0,0,1,0,1,2
"Kelsey, Montiel",3564.5760924559763,36.31467749163229,1,0,0,0,0,3
"Jam,Aan, al-Jaffer",4494.791724736401,33.13399410481104,1,0,0,0,1,2
"Elijah, Gebremariam",3966.5963532933565,51.40790717138573,1,0,1,0,1,2
"Talia, Yancy",1997.1509083638261,44.509565305740075,1,1,0,0,1,2
"Manish, Yim",4980.5164050458625,51.467653244950036,1,0,0,0,1,3
"Ittati, Cordero",3484.3061990862016,34.18883670422685,0,1,1,0,1,2
"Zia, Ishikawa",2813.0421429892913,49.64946876325484,1,1,0,1,1,1
"Christopher, Brown",1666.0075804610415,47.981814229749006,1,0,0,1,0,1
"Taylor, Buccino",3798.6650417541605,42.81422053962315,0,0,1,0,0,0
"Ameena, al-Ramin",2787.4937184638247,23.112031049479178,0,1,0,0,1,3
"Tyler, Edwards",4293.95624350497,62.55791211370514,0,0,1,0,0,3
"Walverto, Bocanegra",2380.7734425622734,25.949760459441688,0,0,1,0,1,2
"Brenden, Chacon",3104.944177502472,46.38771040919619,1,0,1,1,1,2
"Haamida, al-Ghanem",1785.5243093693352,33.91999705241987,1,1,0,0,1,1
"Anthony, Ostrow",3377.480242546542,18.334076587968056,1,0,0,0,1,1
"Pedro, Ortiz-Savage",4403.747787178048,49.196301377521934,1,0,0,0,0,2
"Kelly, Mathews",2377.2364809967926,33.509295625235545,0,1,0,1,0,1
"Micah, Ward",3195.879023474944,29.07158144345101,0,0,0,1,0,2
"Angelo, Baca",3817.7327250134454,33.67356764133755,0,0,1,0,1,2
"Sabeeha, al-Huda",4385.6001477289155,58.75011140122209,0,1,1,0,1,2
"Abdul Kareem, el-Khalid",4790.771507994218,66.19890397013515,0,0,1,0,0,1
"Rory, Tobey",2177.2485418332167,46.157435923005515,1,1,0,0,1,0
"Victor, Rutherford",2906.9360003999464,36.29549788362965,1,0,0,1,0,2
"Dennis, Mendoza",2697.497977686348,57.308978360390014,1,0,1,0,0,0
"Anddi, Yazzie",2362.0968985784757,52.015383435627655,0,1,0,0,1,2
"Rodney, Dillard",3726.627475328746,32.67066068005302,0,0,1,0,1,1
"Randall, Ballard",3717.1767096126955,38.128020437311775,0,0,1,0,0,2
"Milton, Saenz",2766.9640812658486,43.685748835932394,1,0,0,0,1,2
"Insaaf, el-Riaz",4751.064180673559,32.51698558606327,0,1,1,0,1,3
"Fateena, al-Shabazz",2603.234499904184,43.74995683051966,1,1,1,0,0,2
"Shaile, Torres",2331.0880088570943,40.37588259271765,1,1,0,0,0,2
"Brandon, Medrano",3606.3380078976743,27.177225929201732,0,0,1,1,1,2
"Ashley, Hughes",3058.426529040955,38.22604886475737,1,1,0,0,0,2
"Ruwaida, al-Mannan",3718.424350408906,19.8580025350675,0,1,1,0,1,2
"Tahma, Garcia",4235.107829775652,35.85088400633921,1,0,1,1,1,3
"Laura, Thomas",4014.4667916616945,46.3201071103374,1,1,0,0,1,1
"Amanda, Martinez",3649.5360526248323,49.98531904651347,1,1,0,0,0,0
"Aamir, al-Obeid",3238.416776238582,51.23212357712465,1,0,0,0,1,2
"Domingo, Urquidi",3507.7223712895207,50.363583542988714,0,0,1,0,0,2
"Alizabeth, Alonzo",3969.32199861931,34.38632510341684,0,1,0,0,1,2
"Cliffton, Chandler",3163.4308570183107,42.16288868101262,1,0,0,0,0,1
"Alexis, Chu",3714.352562749578,36.00958806988963,1,1,0,0,1,2
"Kyle, Thinn",4184.151280133858,32.318571398710375,1,0,1,1,1,2
"Elisa, Chacon",4473.087588852298,49.11568821172735,1,1,1,0,1,2
"Michael, Holness",3995.828815922303,42.95393713695739,1,0,0,1,1,3
"Gabriella, Hill",3043.189415762259,55.274396578766535,0,1,1,0,1,1
"Christopher, Tran",3690.6048852759177,40.11025735469818,0,0,0,0,0,0
"Kaela, Cook",2037.671499692175,43.54142241264245,0,1,0,0,1,3
"Junious, Scantlebury",2376.903048236105,24.357356347536875,1,0,1,0,0,2
"Cynthia, Alvarez",3003.943818097657,49.01021771301177,0,1,0,0,1,1
"Alejandra, Loma",4006.035918614336,52.09999322667764,1,1,1,0,1,1
"Husni, el-Jamail",3882.2739094252543,53.537767270838245,1,0,1,0,1,2
"Ginger, Bonthron",2977.9413923774773,45.025210888696456,1,1,0,0,1,3
"Kelsi, Largent",2130.8155542674936,34.65821959204804,1,1,0,0,1,1
"Casey, Seitz",4146.909119986367,51.63901422894395,0,1,0,0,1,2
"Kaleisha, Pettaway",3593.0264360145748,48.36838783579604,0,1,0,1,0,3
"Brenton, Valdez",3392.130221526987,24.205218036824895,0,0,0,0,1,0
"Badruddeen, el-Reza",3937.2109182333134,39.45444093541001,1,0,1,1,1,2
"Desiree, Cook",4856.9276975211,22.576746564643454,1,1,1,0,1,3
"Jalen, Kabotie",1988.1266541453256,23.72967172696445,1,0,1,0,1,1
"Adela, Olivas",3628.0386682398307,37.76396278862095,0,1,1,1,1,1
"Safwa, el-Huda",2983.531807413945,42.94056930756032,1,1,0,0,0,3
"Kylie, Wakasugi",3916.288670810999,47.408832977403144,0,1,1,1,0,3
"Eamonn, Mcneil",4505.525007600321,54.190623858668644,1,0,1,1,1,2
"Adeeb, al-Semaan",4671.981735416762,38.77799326186817,0,0,0,0,0,2
"Tanaea, Baye",3095.6222644325335,18.53155390266329,1,1,1,0,1,1
"Brandon, Winchester",4556.423889703939,57.041781303856865,1,0,1,0,1,2
"Alex, Want",4100.910491199858,29.40791824950893,0,0,1,0,0,2
"Daniel, Balan",4506.809239325379,57.86880859074049,1,0,1,0,1,0
"Jasyn, Cisar",4360.914798866033,21.37698163158735,0,0,1,0,0,2
"Jaqueila, Martin",4686.83628723914,40.01535586976483,0,1,0,0,0,1
"Mitchell, Snyder",5117.158579447452,30.42077944825155,1,0,0,0,0,1
"Mauricio, Benis",3745.223215431557,30.590673675051992,1,0,0,1,1,3
"Brandon, Oberosler",4216.583812574648,36.39657445349236,0,0,0,0,1,2
"Carlos, Gonzales Jr",4333.8930047792765,43.06684916581096,1,0,1,0,1,2
"Tobias, Union",4000.532341506355,38.8637023543193,1,0,0,0,0,3
"Angela, Gonzales",3113.1486105321587,28.022592267187573,0,1,1,0,0,2
"Ya'qoob, al-Quadri",3261.3037590488743,60.30380037864965,0,0,0,0,1,1
"Makayla, Magaril",2447.9472813324796,47.99270850825376,1,1,0,1,0,3
"Somarrey, Szeton",1561.4329911219363,58.4551054064327,1,1,0,0,1,0
"So Yun, Tran",4528.59834021288,40.9068084052669,0,1,0,0,1,2
"Joshua, Flowers",3902.8876584245268,30.957198225936516,0,0,0,0,0,0
"Carmen, Hyun",3795.9620526267104,39.292162507862216,0,1,1,1,1,2
"Malik, Sayers",1862.6513370446687,18.366250939468134,1,0,0,0,0,1
"Marshall, Liao",3262.7093242328547,34.55712766058787,1,0,0,0,1,2
"Amanda, Mensah",3446.6625939735486,40.659817172719,1,1,0,1,1,2
"Ebed, Perez",3053.2809119566828,23.312971978464958,0,0,0,0,0,2
"Saood, el-Shaheen",3943.2096812007785,43.03255552411454,0,0,1,0,1,2
"Victor, Martinez",4771.628194449329,33.2992658689899,0,0,0,0,0,2
"Myles, Macasinag",4670.800057586613,41.710123230258176,1,0,0,1,1,2
"Keisha, Medina Morazan",3446.19987527183,24.93631668246814,1,1,1,0,1,0
"Mary, Fukui",2904.202947461615,24.52743836177914,1,1,0,0,1,0
"Kyleigh, Brock",2365.8621481112095,28.603063459692823,1,1,0,0,0,2
"Alexis, Cobbs",3697.112014576133,51.93491434335433,1,1,0,0,1,1
"Matia, Ketchum",1989.4029040409523,46.755024101287326,1,1,0,0,0,1
"Mustafa, Franklin",4109.1533609874305,37.16993581303698,1,0,0,0,0,2
"John, Short",2774.6129455409273,26.906299151041193,1,0,1,1,1,2
"Alexander, Dean",2910.4669856470496,45.58537361033557,1,0,0,0,1,3
"Tia, Holeso",3125.739216305177,46.456484985761556,1,1,0,0,0,1
"Jordan, Rel",4388.371912363391,33.42863159407241,0,0,1,0,0,1
"Leslyann, Lopez Escobedo",4417.626593553291,38.385936354336444,0,1,1,0,1,2
"Cameron, Guerrero",3718.254185736336,55.93939116881773,1,0,0,0,1,2
"Kyla, Miyauchi",4609.027274971651,50.231495221461046,0,1,1,0,1,2
"Joshua, Darrough",2318.2752129512037,25.908867606512146,0,0,0,0,0,2
"Christy, Yazzie",3571.8662202127816,34.71859184873529,0,1,0,0,0,2
"Azeb, Williams",3187.1102033184443,19.693534873401042,1,1,0,0,0,2
"Gabriel, Lovelace",3107.967361791668,43.54731280672116,1,0,0,1,1,2
"Samantha, Westback",3112.9778935784984,32.645666405653266,1,1,1,0,0,1
"Elise, Fogg",3741.114642641605,58.56487599684493,0,1,0,0,0,3
"Atiyya, al-Ahsan",3175.696746152266,21.98315860144794,0,1,0,0,0,1
"April, Ohlig",3887.1012545003978,64.63341806986175,1,1,0,0,0,1
"Angel, Moselina",3702.834685547874,34.69635105473886,0,0,1,0,1,1
"Jordyn, Lindberg",2459.8334440038097,32.14579080199476,1,1,0,0,1,0
"Thanaa, al-Masri",3772.691824901871,24.12643921372373,1,1,1,0,0,3
"Jenna, Knoll",2176.188436023797,47.211769382830624,1,1,0,0,1,2
"Mufeeda, al-Yassin",2829.8960475830395,50.83126349884038,0,1,0,0,0,1
"Adelena, Sanchez",4293.761448231767,56.952143853594826,0,1,0,0,1,1
"Jasmine, Harris",3009.0882132877655,45.94314607382297,1,1,0,0,0,1
"Makayla, Fernandez",2750.785422226199,50.632441473081286,1,1,0,0,0,2
"Teddy, Hazell",3444.1394628328417,33.72958635227342,0,1,0,0,1,3
"Adel, Geraldo",2717.7042408335137,47.73047736737323,1,0,1,0,1,1
"Maazina, al-Dajani",3814.4029876915206,42.2735820763351,0,1,1,0,0,2
"Desiree, Torres Reyes",4798.61540263057,21.439478347331306,1,1,1,0,1,1
"Emily, Trujillo",3155.5636270066702,22.80215622802644,1,1,0,0,0,1
"Patao, Sheh",3436.26345007121,27.51287788812658,1,1,0,0,1,0
"De Sean, Allen",2471.4736903573275,44.02244383216627,0,0,0,0,1,1
"Edith, Martinez",2089.6108699958804,41.200348105375,1,1,0,0,1,2
"Kin, Chung",4693.123369065375,20.366198460571468,0,0,0,0,1,3
"Nhat Phuong, Deguzman Gransee",3723.082052211124,46.908544495338205,1,1,0,0,1,1
"Leroy, Carroll",3942.027358919383,21.990371731163794,0,0,1,0,0,2
"Thomas, Guo",4362.679084842181,54.37630255819601,0,0,0,0,1,3
"May, Phillips",3440.3490096156665,22.858902253495735,0,1,1,1,1,3
"Rei, Khuu",2313.4726129375845,36.76169110171115,0,0,0,0,1,2
"Celena, Acosta",3038.509099425595,50.705669473855785,0,1,1,0,1,2
"Liam, Standifer",3218.2598678146114,33.519316957188565,0,0,1,1,1,2
